dataset,model,dx,label,acc_mean,acc_std,n_folds_seen,n_images
BW+Doppler,Subspace KNN,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Subspace KNN,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Subspace KNN,SCC,MALIGNANT,0.43333333333333335,0.41633319989322654,4,11
BW+Doppler,Subspace KNN,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Subspace KNN,SEBK,BENIGN,0.625,0.47871355387816905,4,7
BW+Doppler,Subspace KNN,SK,BENIGN,1.0,,1,1
BW+Doppler,Subspace KNN,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Weighted KNN,AK,MALIGNANT,0.5,0.5773502691896257,4,5
BW+Doppler,Weighted KNN,ANGIOMA,BENIGN,1.0,0.0,2,3
BW+Doppler,Weighted KNN,BCC,MALIGNANT,0.6316666666666666,0.25929926939949355,5,31
BW+Doppler,Weighted KNN,CYST,BENIGN,0.8761904761904763,0.17036708399998396,5,40
BW+Doppler,Weighted KNN,DERMATOFIBROMA,BENIGN,0.6599999999999999,0.3830796261875591,5,21
BW+Doppler,Weighted KNN,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Weighted KNN,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Weighted KNN,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Weighted KNN,HEMANGIOMA,BENIGN,0.0,,1,1
BW+Doppler,Weighted KNN,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Weighted KNN,LEIOMYOMA,BENIGN,0.8333333333333333,0.23570226039551592,2,4
BW+Doppler,Weighted KNN,LIPOMA,BENIGN,0.9333333333333332,0.14907119849998599,5,26
BW+Doppler,Weighted KNN,LYMPHOMA,MALIGNANT,0.5,0.7071067811865476,2,3
BW+Doppler,Weighted KNN,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Weighted KNN,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
BW+Doppler,Weighted KNN,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,Weighted KNN,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Weighted KNN,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Weighted KNN,SCC,MALIGNANT,0.43333333333333335,0.41633319989322654,4,11
BW+Doppler,Weighted KNN,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Weighted KNN,SEBK,BENIGN,0.625,0.47871355387816905,4,7
BW+Doppler,Weighted KNN,SK,BENIGN,1.0,,1,1
BW+Doppler,Weighted KNN,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
Doppler,Bagged Trees,AK,MALIGNANT,0.25,0.5,4,5
Doppler,Bagged Trees,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
Doppler,Bagged Trees,BCC,MALIGNANT,0.6783333333333333,0.09121098861674753,5,31
Doppler,Bagged Trees,CYST,BENIGN,0.7875396825396825,0.13114211843651577,5,40
Doppler,Bagged Trees,DERMATOFIBROMA,BENIGN,0.67,0.41170377700477806,5,21
Doppler,Bagged Trees,FAT NECROSIS,BENIGN,1.0,,1,1
Doppler,Bagged Trees,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
Doppler,Bagged Trees,FIBROMA,BENIGN,0.0,,1,1
Doppler,Bagged Trees,HEMANGIOMA,BENIGN,1.0,,1,1
Doppler,Bagged Trees,KA,MALIGNANT,0.0,,1,1
Doppler,Bagged Trees,LEIOMYOMA,BENIGN,1.0,0.0,2,4
Doppler,Bagged Trees,LIPOMA,BENIGN,0.9333333333333332,0.14907119849998599,5,26
Doppler,Bagged Trees,LYMPHOMA,MALIGNANT,0.0,0.0,2,3
Doppler,Bagged Trees,MERKEL,MALIGNANT,1.0,,1,1
Doppler,Bagged Trees,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
Doppler,Bagged Trees,NEUROFIBROMA,BENIGN,0.5,,1,2
Doppler,Bagged Trees,OSTEOMA,BENIGN,1.0,,1,1
Doppler,Bagged Trees,PILOMATRICOMA,BENIGN,0.0,,1,1
Doppler,Bagged Trees,SCC,MALIGNANT,0.6083333333333333,0.28333333333333327,4,11
Doppler,Bagged Trees,SCHWANNOMA,BENIGN,1.0,0.0,2,2
Doppler,Bagged Trees,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
Doppler,Bagged Trees,SK,BENIGN,1.0,,1,1
Doppler,Bagged Trees,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
Doppler,Boosted Trees,AK,MALIGNANT,0.5,0.5773502691896257,4,5
Doppler,Boosted Trees,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
Doppler,Boosted Trees,BCC,MALIGNANT,0.6316666666666666,0.25929926939949355,5,31
Doppler,Boosted Trees,CYST,BENIGN,0.7478571428571429,0.20271750727330395,5,40
Doppler,Boosted Trees,DERMATOFIBROMA,BENIGN,0.67,0.41170377700477806,5,21
Doppler,Boosted Trees,FAT NECROSIS,BENIGN,1.0,,1,1
Doppler,Boosted Trees,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
Doppler,Boosted Trees,FIBROMA,BENIGN,0.0,,1,1
Doppler,Boosted Trees,HEMANGIOMA,BENIGN,1.0,,1,1
Doppler,Boosted Trees,KA,MALIGNANT,0.0,,1,1
Doppler,Boosted Trees,LEIOMYOMA,BENIGN,0.8333333333333333,0.23570226039551592,2,4
Doppler,Boosted Trees,LIPOMA,BENIGN,0.9,0.22360679774997896,5,26
Doppler,Boosted Trees,LYMPHOMA,MALIGNANT,0.0,0.0,2,3
Doppler,Boosted Trees,MERKEL,MALIGNANT,1.0,,1,1
Doppler,Boosted Trees,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
Doppler,Boosted Trees,NEUROFIBROMA,BENIGN,0.5,,1,2
Doppler,Boosted Trees,OSTEOMA,BENIGN,1.0,,1,1
Doppler,Boosted Trees,PILOMATRICOMA,BENIGN,0.0,,1,1
Doppler,Boosted Trees,SCC,MALIGNANT,0.6916666666666667,0.21666666666666667,4,11
Doppler,Boosted Trees,SCHWANNOMA,BENIGN,1.0,0.0,2,2
Doppler,Boosted Trees,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
Doppler,Boosted Trees,SK,BENIGN,1.0,,1,1
Doppler,Boosted Trees,VENOUS MALFORMATION,BENIGN,0.5,0.7071067811865476,2,2
Doppler,Coarse Gaussian SVM,AK,MALIGNANT,0.5,0.5773502691896257,4,5
Doppler,Coarse Gaussian SVM,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
Doppler,Coarse Gaussian SVM,BCC,MALIGNANT,0.6383333333333333,0.15541163977571879,5,31
Doppler,Coarse Gaussian SVM,CYST,BENIGN,0.9133333333333333,0.14452988925785865,5,40
Doppler,Coarse Gaussian SVM,DERMATOFIBROMA,BENIGN,0.71,0.4129164564412516,5,21
Doppler,Coarse Gaussian SVM,FAT NECROSIS,BENIGN,1.0,,1,1
Doppler,Coarse Gaussian SVM,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
Doppler,Coarse Gaussian SVM,FIBROMA,BENIGN,0.0,,1,1
Doppler,Coarse Gaussian SVM,HEMANGIOMA,BENIGN,0.0,,1,1
Doppler,Coarse Gaussian SVM,KA,MALIGNANT,0.0,,1,1
Doppler,Coarse Gaussian SVM,LEIOMYOMA,BENIGN,1.0,0.0,2,4
Doppler,Coarse Gaussian SVM,LIPOMA,BENIGN,1.0,0.0,5,26
Doppler,Coarse Gaussian SVM,LYMPHOMA,MALIGNANT,0.5,0.7071067811865476,2,3
Doppler,Coarse Gaussian SVM,MERKEL,MALIGNANT,1.0,,1,1
Doppler,Coarse Gaussian SVM,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
Doppler,Coarse Gaussian SVM,NEUROFIBROMA,BENIGN,0.5,,1,2
Doppler,Coarse Gaussian SVM,OSTEOMA,BENIGN,1.0,,1,1
Doppler,Coarse Gaussian SVM,PILOMATRICOMA,BENIGN,0.0,,1,1
Doppler,Coarse Gaussian SVM,SCC,MALIGNANT,0.5166666666666666,0.42295258468165065,4,11
Doppler,Coarse Gaussian SVM,SCHWANNOMA,BENIGN,1.0,0.0,2,2
Doppler,Coarse Gaussian SVM,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
Doppler,Coarse Gaussian SVM,SK,BENIGN,1.0,,1,1
Doppler,Coarse Gaussian SVM,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
Doppler,Coarse KNN,AK,MALIGNANT,0.0,0.0,4,5
Doppler,Coarse KNN,ANGIOMA,BENIGN,1.0,0.0,2,3
Doppler,Coarse KNN,BCC,MALIGNANT,0.0,0.0,5,31
Doppler,Coarse KNN,CYST,BENIGN,1.0,0.0,5,40
Doppler,Coarse KNN,DERMATOFIBROMA,BENIGN,1.0,0.0,5,21
Doppler,Coarse KNN,FAT NECROSIS,BENIGN,1.0,,1,1
Doppler,Coarse KNN,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
Doppler,Coarse KNN,FIBROMA,BENIGN,1.0,,1,1
Doppler,Coarse KNN,HEMANGIOMA,BENIGN,1.0,,1,1
Doppler,Coarse KNN,KA,MALIGNANT,0.0,,1,1
Doppler,Coarse KNN,LEIOMYOMA,BENIGN,1.0,0.0,2,4
Doppler,Coarse KNN,LIPOMA,BENIGN,1.0,0.0,5,26
Doppler,Coarse KNN,LYMPHOMA,MALIGNANT,0.0,0.0,2,3
Doppler,Coarse KNN,MERKEL,MALIGNANT,0.0,,1,1
Doppler,Coarse KNN,METASTASIS,MALIGNANT,0.0,0.0,3,4
Doppler,Coarse KNN,NEUROFIBROMA,BENIGN,1.0,,1,2
Doppler,Coarse KNN,OSTEOMA,BENIGN,1.0,,1,1
Doppler,Coarse KNN,PILOMATRICOMA,BENIGN,1.0,,1,1
Doppler,Coarse KNN,SCC,MALIGNANT,0.0,0.0,4,11
Doppler,Coarse KNN,SCHWANNOMA,BENIGN,1.0,0.0,2,2
Doppler,Coarse KNN,SEBK,BENIGN,1.0,0.0,4,7
Doppler,Coarse KNN,SK,BENIGN,1.0,,1,1
Doppler,Coarse KNN,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
Doppler,Complex Tree,AK,MALIGNANT,0.875,0.25,4,5
Doppler,Complex Tree,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
Doppler,Complex Tree,BCC,MALIGNANT,0.6849999999999999,0.13545191848852578,5,31
Doppler,Complex Tree,CYST,BENIGN,0.6209523809523809,0.08293100156399993,5,40
Doppler,Complex Tree,DERMATOFIBROMA,BENIGN,0.5128571428571428,0.3031467617898524,5,21
Doppler,Complex Tree,FAT NECROSIS,BENIGN,1.0,,1,1
Doppler,Complex Tree,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
Doppler,Complex Tree,FIBROMA,BENIGN,0.0,,1,1
Doppler,Complex Tree,HEMANGIOMA,BENIGN,1.0,,1,1
Doppler,Complex Tree,KA,MALIGNANT,0.0,,1,1
Doppler,Complex Tree,LEIOMYOMA,BENIGN,0.8333333333333333,0.23570226039551592,2,4
Doppler,Complex Tree,LIPOMA,BENIGN,0.7833333333333333,0.2173067468400883,5,26
Doppler,Complex Tree,LYMPHOMA,MALIGNANT,0.25,0.3535533905932738,2,3
Doppler,Complex Tree,MERKEL,MALIGNANT,1.0,,1,1
Doppler,Complex Tree,METASTASIS,MALIGNANT,0.5,0.5,3,4
Doppler,Complex Tree,NEUROFIBROMA,BENIGN,1.0,,1,2
Doppler,Complex Tree,OSTEOMA,BENIGN,1.0,,1,1
Doppler,Complex Tree,PILOMATRICOMA,BENIGN,0.0,,1,1
Doppler,Complex Tree,SCC,MALIGNANT,0.6583333333333333,0.298607881119482,4,11
Doppler,Complex Tree,SCHWANNOMA,BENIGN,1.0,0.0,2,2
Doppler,Complex Tree,SEBK,BENIGN,0.625,0.47871355387816905,4,7
Doppler,Complex Tree,SK,BENIGN,1.0,,1,1
Doppler,Complex Tree,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
Doppler,Cosine KNN,AK,MALIGNANT,1.0,0.0,4,5
Doppler,Cosine KNN,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
Doppler,Cosine KNN,BCC,MALIGNANT,0.7849999999999999,0.1486513445018989,5,31
Doppler,Cosine KNN,CYST,BENIGN,0.7520634920634921,0.21133893900636866,5,40
Doppler,Cosine KNN,DERMATOFIBROMA,BENIGN,0.63,0.4295346318982906,5,21
Doppler,Cosine KNN,FAT NECROSIS,BENIGN,1.0,,1,1
Doppler,Cosine KNN,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
Doppler,Cosine KNN,FIBROMA,BENIGN,0.0,,1,1
Doppler,Cosine KNN,HEMANGIOMA,BENIGN,0.0,,1,1
Doppler,Cosine KNN,KA,MALIGNANT,0.0,,1,1
Doppler,Cosine KNN,LEIOMYOMA,BENIGN,0.6666666666666666,0.4714045207910317,2,4
Doppler,Cosine KNN,LIPOMA,BENIGN,0.9,0.22360679774997896,5,26
Doppler,Cosine KNN,LYMPHOMA,MALIGNANT,0.75,0.3535533905932738,2,3
Doppler,Cosine KNN,MERKEL,MALIGNANT,1.0,,1,1
Doppler,Cosine KNN,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
Doppler,Cosine KNN,NEUROFIBROMA,BENIGN,0.5,,1,2
Doppler,Cosine KNN,OSTEOMA,BENIGN,1.0,,1,1
Doppler,Cosine KNN,PILOMATRICOMA,BENIGN,0.0,,1,1
Doppler,Cosine KNN,SCC,MALIGNANT,0.7666666666666666,0.2905932629027116,4,11
Doppler,Cosine KNN,SCHWANNOMA,BENIGN,1.0,0.0,2,2
Doppler,Cosine KNN,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
Doppler,Cosine KNN,SK,BENIGN,1.0,,1,1
Doppler,Cosine KNN,VENOUS MALFORMATION,BENIGN,0.5,0.7071067811865476,2,2
Doppler,Cubic SVM,AK,MALIGNANT,0.25,0.5,4,5
Doppler,Cubic SVM,ANGIOMA,BENIGN,1.0,0.0,2,3
Doppler,Cubic SVM,BCC,MALIGNANT,0.44000000000000006,0.17857460314638496,5,31
Doppler,Cubic SVM,CYST,BENIGN,1.0,0.0,5,40
Doppler,Cubic SVM,DERMATOFIBROMA,BENIGN,0.8,0.4472135954999579,5,21
Doppler,Cubic SVM,FAT NECROSIS,BENIGN,1.0,,1,1
Doppler,Cubic SVM,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
Doppler,Cubic SVM,FIBROMA,BENIGN,0.0,,1,1
Doppler,Cubic SVM,HEMANGIOMA,BENIGN,1.0,,1,1
Doppler,Cubic SVM,KA,MALIGNANT,0.0,,1,1
Doppler,Cubic SVM,LEIOMYOMA,BENIGN,1.0,0.0,2,4
Doppler,Cubic SVM,LIPOMA,BENIGN,1.0,0.0,5,26
Doppler,Cubic SVM,LYMPHOMA,MALIGNANT,0.0,0.0,2,3
Doppler,Cubic SVM,MERKEL,MALIGNANT,1.0,,1,1
Doppler,Cubic SVM,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
Doppler,Cubic SVM,NEUROFIBROMA,BENIGN,1.0,,1,2
Doppler,Cubic SVM,OSTEOMA,BENIGN,1.0,,1,1
Doppler,Cubic SVM,PILOMATRICOMA,BENIGN,1.0,,1,1
Doppler,Cubic SVM,SCC,MALIGNANT,0.18333333333333335,0.21343747458109497,4,11
Doppler,Cubic SVM,SCHWANNOMA,BENIGN,1.0,0.0,2,2
Doppler,Cubic SVM,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
Doppler,Cubic SVM,SK,BENIGN,1.0,,1,1
Doppler,Cubic SVM,VENOUS MALFORMATION,BENIGN,0.5,0.7071067811865476,2,2
Doppler,Fine Gaussian SVM,AK,MALIGNANT,0.0,0.0,4,5
Doppler,Fine Gaussian SVM,ANGIOMA,BENIGN,1.0,0.0,2,3
Doppler,Fine Gaussian SVM,BCC,MALIGNANT,0.0,0.0,5,31
Doppler,Fine Gaussian SVM,CYST,BENIGN,0.9800000000000001,0.04472135954999578,5,40
Doppler,Fine Gaussian SVM,DERMATOFIBROMA,BENIGN,1.0,0.0,5,21
Doppler,Fine Gaussian SVM,FAT NECROSIS,BENIGN,1.0,,1,1
Doppler,Fine Gaussian SVM,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
Doppler,Fine Gaussian SVM,FIBROMA,BENIGN,1.0,,1,1
Doppler,Fine Gaussian SVM,HEMANGIOMA,BENIGN,1.0,,1,1
Doppler,Fine Gaussian SVM,KA,MALIGNANT,0.0,,1,1
Doppler,Fine Gaussian SVM,LEIOMYOMA,BENIGN,1.0,0.0,2,4
Doppler,Fine Gaussian SVM,LIPOMA,BENIGN,1.0,0.0,5,26
Doppler,Fine Gaussian SVM,LYMPHOMA,MALIGNANT,0.0,0.0,2,3
Doppler,Fine Gaussian SVM,MERKEL,MALIGNANT,0.0,,1,1
Doppler,Fine Gaussian SVM,METASTASIS,MALIGNANT,0.0,0.0,3,4
Doppler,Fine Gaussian SVM,NEUROFIBROMA,BENIGN,1.0,,1,2
Doppler,Fine Gaussian SVM,OSTEOMA,BENIGN,1.0,,1,1
Doppler,Fine Gaussian SVM,PILOMATRICOMA,BENIGN,1.0,,1,1
Doppler,Fine Gaussian SVM,SCC,MALIGNANT,0.0,0.0,4,11
Doppler,Fine Gaussian SVM,SCHWANNOMA,BENIGN,1.0,0.0,2,2
Doppler,Fine Gaussian SVM,SEBK,BENIGN,0.9166666666666666,0.16666666666666674,4,7
Doppler,Fine Gaussian SVM,SK,BENIGN,1.0,,1,1
Doppler,Fine Gaussian SVM,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
Doppler,Fine KNN,AK,MALIGNANT,0.5,0.5773502691896257,4,5
Doppler,Fine KNN,ANGIOMA,BENIGN,1.0,0.0,2,3
Doppler,Fine KNN,BCC,MALIGNANT,0.6283333333333333,0.16578935765335212,5,31
Doppler,Fine KNN,CYST,BENIGN,0.8539682539682539,0.15689414340509927,5,40
Doppler,Fine KNN,DERMATOFIBROMA,BENIGN,0.6414285714285715,0.3873115078094539,5,21
Doppler,Fine KNN,FAT NECROSIS,BENIGN,1.0,,1,1
Doppler,Fine KNN,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
Doppler,Fine KNN,FIBROMA,BENIGN,0.0,,1,1
Doppler,Fine KNN,HEMANGIOMA,BENIGN,0.0,,1,1
Doppler,Fine KNN,KA,MALIGNANT,0.0,,1,1
Doppler,Fine KNN,LEIOMYOMA,BENIGN,0.8333333333333333,0.23570226039551592,2,4
Doppler,Fine KNN,LIPOMA,BENIGN,0.9666666666666668,0.07453559924999294,5,26
Doppler,Fine KNN,LYMPHOMA,MALIGNANT,0.5,0.7071067811865476,2,3
Doppler,Fine KNN,MERKEL,MALIGNANT,1.0,,1,1
Doppler,Fine KNN,METASTASIS,MALIGNANT,0.3333333333333333,0.5773502691896258,3,4
Doppler,Fine KNN,NEUROFIBROMA,BENIGN,1.0,,1,2
Doppler,Fine KNN,OSTEOMA,BENIGN,1.0,,1,1
Doppler,Fine KNN,PILOMATRICOMA,BENIGN,0.0,,1,1
Doppler,Fine KNN,SCC,MALIGNANT,0.5666666666666667,0.41633319989322654,4,11
Doppler,Fine KNN,SCHWANNOMA,BENIGN,1.0,0.0,2,2
Doppler,Fine KNN,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
Doppler,Fine KNN,SK,BENIGN,1.0,,1,1
Doppler,Fine KNN,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
Doppler,Linear Discriminant Analysis,AK,MALIGNANT,0.75,0.5,4,5
Doppler,Linear Discriminant Analysis,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
Doppler,Linear Discriminant Analysis,BCC,MALIGNANT,0.6533333333333333,0.16931233465600393,5,31
Doppler,Linear Discriminant Analysis,CYST,BENIGN,0.8683333333333334,0.14147045235274006,5,40
Doppler,Linear Discriminant Analysis,DERMATOFIBROMA,BENIGN,0.71,0.4129164564412516,5,21
Doppler,Linear Discriminant Analysis,FAT NECROSIS,BENIGN,1.0,,1,1
Doppler,Linear Discriminant Analysis,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
Doppler,Linear Discriminant Analysis,FIBROMA,BENIGN,0.0,,1,1
Doppler,Linear Discriminant Analysis,HEMANGIOMA,BENIGN,1.0,,1,1
Doppler,Linear Discriminant Analysis,KA,MALIGNANT,0.0,,1,1
Doppler,Linear Discriminant Analysis,LEIOMYOMA,BENIGN,1.0,0.0,2,4
Doppler,Linear Discriminant Analysis,LIPOMA,BENIGN,0.9,0.22360679774997896,5,26
Doppler,Linear Discriminant Analysis,LYMPHOMA,MALIGNANT,0.75,0.3535533905932738,2,3
Doppler,Linear Discriminant Analysis,MERKEL,MALIGNANT,1.0,,1,1
Doppler,Linear Discriminant Analysis,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
Doppler,Linear Discriminant Analysis,NEUROFIBROMA,BENIGN,0.5,,1,2
Doppler,Linear Discriminant Analysis,OSTEOMA,BENIGN,1.0,,1,1
Doppler,Linear Discriminant Analysis,PILOMATRICOMA,BENIGN,0.0,,1,1
Doppler,Linear Discriminant Analysis,SCC,MALIGNANT,0.6083333333333333,0.28333333333333327,4,11
Doppler,Linear Discriminant Analysis,SCHWANNOMA,BENIGN,1.0,0.0,2,2
Doppler,Linear Discriminant Analysis,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
Doppler,Linear Discriminant Analysis,SK,BENIGN,1.0,,1,1
Doppler,Linear Discriminant Analysis,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
Doppler,Linear SVM,AK,MALIGNANT,0.625,0.4787135538781691,4,5
Doppler,Linear SVM,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
Doppler,Linear SVM,BCC,MALIGNANT,0.5983333333333334,0.2366138438703685,5,31
Doppler,Linear SVM,CYST,BENIGN,0.975,0.055901699437494734,5,40
Doppler,Linear SVM,DERMATOFIBROMA,BENIGN,0.8,0.4472135954999579,5,21
Doppler,Linear SVM,FAT NECROSIS,BENIGN,1.0,,1,1
Doppler,Linear SVM,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
Doppler,Linear SVM,FIBROMA,BENIGN,0.0,,1,1
Doppler,Linear SVM,HEMANGIOMA,BENIGN,1.0,,1,1
Doppler,Linear SVM,KA,MALIGNANT,0.0,,1,1
Doppler,Linear SVM,LEIOMYOMA,BENIGN,1.0,0.0,2,4
Doppler,Linear SVM,LIPOMA,BENIGN,0.9666666666666666,0.07453559924999298,5,26
Doppler,Linear SVM,LYMPHOMA,MALIGNANT,0.5,0.7071067811865476,2,3
Doppler,Linear SVM,MERKEL,MALIGNANT,1.0,,1,1
Doppler,Linear SVM,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
Doppler,Linear SVM,NEUROFIBROMA,BENIGN,0.5,,1,2
Doppler,Linear SVM,OSTEOMA,BENIGN,1.0,,1,1
Doppler,Linear SVM,PILOMATRICOMA,BENIGN,0.0,,1,1
Doppler,Linear SVM,SCC,MALIGNANT,0.6083333333333333,0.28333333333333327,4,11
Doppler,Linear SVM,SCHWANNOMA,BENIGN,1.0,0.0,2,2
Doppler,Linear SVM,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
Doppler,Linear SVM,SK,BENIGN,1.0,,1,1
Doppler,Linear SVM,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
Doppler,Logistic Regression,AK,MALIGNANT,0.5,0.5773502691896257,4,5
Doppler,Logistic Regression,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
Doppler,Logistic Regression,BCC,MALIGNANT,0.665,0.2751514734347853,5,31
Doppler,Logistic Regression,CYST,BENIGN,0.8883333333333333,0.13637163276217756,5,40
Doppler,Logistic Regression,DERMATOFIBROMA,BENIGN,0.71,0.4129164564412516,5,21
Doppler,Logistic Regression,FAT NECROSIS,BENIGN,1.0,,1,1
Doppler,Logistic Regression,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
Doppler,Logistic Regression,FIBROMA,BENIGN,0.0,,1,1
Doppler,Logistic Regression,HEMANGIOMA,BENIGN,1.0,,1,1
Doppler,Logistic Regression,KA,MALIGNANT,0.0,,1,1
Doppler,Logistic Regression,LEIOMYOMA,BENIGN,1.0,0.0,2,4
Doppler,Logistic Regression,LIPOMA,BENIGN,0.9666666666666666,0.07453559924999298,5,26
Doppler,Logistic Regression,LYMPHOMA,MALIGNANT,0.75,0.3535533905932738,2,3
Doppler,Logistic Regression,MERKEL,MALIGNANT,1.0,,1,1
Doppler,Logistic Regression,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
Doppler,Logistic Regression,NEUROFIBROMA,BENIGN,0.5,,1,2
Doppler,Logistic Regression,OSTEOMA,BENIGN,1.0,,1,1
Doppler,Logistic Regression,PILOMATRICOMA,BENIGN,0.0,,1,1
Doppler,Logistic Regression,SCC,MALIGNANT,0.6083333333333333,0.28333333333333327,4,11
Doppler,Logistic Regression,SCHWANNOMA,BENIGN,1.0,0.0,2,2
Doppler,Logistic Regression,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
Doppler,Logistic Regression,SK,BENIGN,1.0,,1,1
Doppler,Logistic Regression,VENOUS MALFORMATION,BENIGN,0.5,0.7071067811865476,2,2
Doppler,Medium Gaussian SVM,AK,MALIGNANT,0.5,0.5773502691896257,4,5
Doppler,Medium Gaussian SVM,ANGIOMA,BENIGN,1.0,0.0,2,3
Doppler,Medium Gaussian SVM,BCC,MALIGNANT,0.5983333333333334,0.2366138438703685,5,31
Doppler,Medium Gaussian SVM,CYST,BENIGN,0.9333333333333332,0.14907119849998599,5,40
Doppler,Medium Gaussian SVM,DERMATOFIBROMA,BENIGN,0.71,0.4129164564412516,5,21
Doppler,Medium Gaussian SVM,FAT NECROSIS,BENIGN,1.0,,1,1
Doppler,Medium Gaussian SVM,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
Doppler,Medium Gaussian SVM,FIBROMA,BENIGN,0.0,,1,1
Doppler,Medium Gaussian SVM,HEMANGIOMA,BENIGN,0.0,,1,1
Doppler,Medium Gaussian SVM,KA,MALIGNANT,0.0,,1,1
Doppler,Medium Gaussian SVM,LEIOMYOMA,BENIGN,1.0,0.0,2,4
Doppler,Medium Gaussian SVM,LIPOMA,BENIGN,0.9666666666666666,0.07453559924999298,5,26
Doppler,Medium Gaussian SVM,LYMPHOMA,MALIGNANT,0.5,0.7071067811865476,2,3
Doppler,Medium Gaussian SVM,MERKEL,MALIGNANT,1.0,,1,1
Doppler,Medium Gaussian SVM,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
Doppler,Medium Gaussian SVM,NEUROFIBROMA,BENIGN,0.5,,1,2
Doppler,Medium Gaussian SVM,OSTEOMA,BENIGN,1.0,,1,1
Doppler,Medium Gaussian SVM,PILOMATRICOMA,BENIGN,0.0,,1,1
Doppler,Medium Gaussian SVM,SCC,MALIGNANT,0.6416666666666666,0.26299556396765833,4,11
Doppler,Medium Gaussian SVM,SCHWANNOMA,BENIGN,1.0,0.0,2,2
Doppler,Medium Gaussian SVM,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
Doppler,Medium Gaussian SVM,SK,BENIGN,1.0,,1,1
Doppler,Medium Gaussian SVM,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
