k,dataset,model,auc_mean,auc_std,accuracy_mean,accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,precision_mean,precision_std,f1_mean,f1_std
5,BW,Medium Gaussian SVM,0.7125301932367151,0.09436168566620215,0.68,0.05008785428512969,0.25000000000000006,0.09128709291752769,0.8996376811594203,0.07700958895222214,0.636904761904762,0.22392347656288536,0.33889724310776936,0.09509822204558917
5,BW,Coarse Gaussian SVM,0.7177838164251208,0.07112520484859992,0.663015873015873,0.029744862845695684,0.19999999999999998,0.1247219128924647,0.898913043478261,0.08614049474619168,0.4688888888888889,0.3188250032793058,0.2603921568627451,0.1435968764532559
5,BW,Fine KNN,0.5980072463768116,0.07976035967725706,0.6241269841269841,0.06901130225369112,0.5166666666666666,0.13333333333333336,0.6793478260869564,0.07289725414469155,0.45151172357054714,0.09357654767174133,0.47820004283572504,0.10016429784329549
5,BW,Medium KNN,0.7301177536231884,0.05362553020058447,0.6855555555555555,0.03992434265971428,0.4833333333333334,0.033333333333333326,0.7887681159420291,0.07465526738080884,0.5551648351648352,0.09184972737460902,0.5103540669856459,0.022902414555615702
5,BW,Coarse KNN,0.7064764492753624,0.06713277261012997,0.6628571428571428,0.004665694748158418,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,BW,Cosine KNN,0.7134661835748792,0.06914297354443819,0.6914285714285715,0.0665747665897918,0.5333333333333333,0.08498365855987973,0.7721014492753622,0.06572268025143903,0.5490909090909091,0.10643659883755312,0.5396205533596838,0.0903534059919567
5,BW,Weighted KNN,0.7291213768115942,0.0744758216050398,0.6744444444444444,0.05007527717071429,0.4166666666666667,0.11785113019775792,0.8061594202898551,0.08028449205130557,0.530952380952381,0.10795984808337748,0.4573954116059379,0.09378061463362142
5,BW,Boosted Trees,0.6982789855072464,0.10260643424409117,0.6574603174603174,0.076849989504705,0.35,0.14337208778404378,0.8148550724637682,0.10611922372988107,0.5107359307359307,0.16417840091977173,0.4010770910488234,0.12929198728791577
5,BW,Bagged Trees,0.6779287439613527,0.06051291487641737,0.6630158730158731,0.05791280228221029,0.5166666666666667,0.12247448713915891,0.7380434782608696,0.08702895533914451,0.5050505050505051,0.08778295017946242,0.5045962732919255,0.09042284198315047
5,BW,Subspace Discriminant,0.7277173913043478,0.07144198339500168,0.6968253968253968,0.047217886955861016,0.3166666666666667,0.09718253158075502,0.8905797101449275,0.041510419075570015,0.5916666666666667,0.13778701234505036,0.4084795321637428,0.11302446157748239
5,BW,Subspace KNN,0.7290006038647343,0.07367150377167947,0.6687301587301587,0.03519946402395489,0.33333333333333337,0.10540925533894599,0.8394927536231884,0.028885697721731517,0.5027777777777778,0.09638528651609708,0.3972582972582972,0.104682370359227
